	tweet	abuse
248	@USER @USER @USER There all gone tho and Inputed them from bottom to top with the first 20seconds of your tweet ! You good 1 Tmart 👍🏻	non-toxic
249	"@USER @USER Exactly. He is on record basically saying the President is above the law."" It should be noted that the #gop is fine with this. Rudy has his own issues. URL"	non-toxic
250	#KamalaHarris The New Dem Emperor with No Clothes Taxpayers Funded ‘Unprecedented’ Armed Protection for Gun Control Sen. Kamala Harris URL via @USER	non-toxic
251	@USER Yet $he ls f4t h3rself.	toxic
252	@USER @USER There was plenty of evidence that he was guilty of what Hill accused him of but since conf hearings aren't about guilty/innocence got on the bench. Times are diff now. Why as a journalist you don't call out white supremacy/alt-right but Antifa and pick on @USER	non-toxic
253	@USER @USER You don’t understand who he is and is capablities. Despite the proof in the economy.  My hypothesis is that you have been lied to by liberals your entire life and are believing what you are told. The liberal media made bill Clinton look good and could do the same with trump.	non-toxic
254	..oath must be subpoenaed to testify. There is a lifetime appointment at stake here. Please do it right this time &amp; do not allow  Orrin Hatch who has already made up his mind she is lying be allowed to question her. His kind of questions could invite a lawsuit.	non-toxic
255	@USER @USER Y’all are the best	non-toxic
256	@USER @USER @USER What a joke! She !s a Gem alright!! She !s a R@cist phony! Right along with this R@cist Ph0ny. That thinks she will follow me from her second account. And block me. Because I speak the truth. I could care less about follower's. Like it's a big party. I care that they discriminate URL	toxic
257	@USER Indeed he is.	non-toxic
258	@USER @USER @USER Because i'm a little concerned about the Q followers because they slowly become more and more a sort of right wing sjw antifa thingie  (Also excuse me for my horrible English it's not my native languase and didn't had much schooling in it so i'm sorry if it sucks. 😅)	non-toxic
259	@USER Yep Antif4 ar3 l!terally H1tler.	non-toxic
260	@USER Wow you are so hot 😍😍😍😍😗😗😗😗😗	non-toxic
261	@USER she is the most deserving woman to be happy !!	non-toxic
262	@USER @USER @USER @USER I've noticed a lot of conservatives are thoroughly disingenuous when engaging in twitter.	non-toxic
263	@USER @USER @USER May be you have forgotten that at the moment we are EU citizens and so all rights afforded to us are the same as for other EU citizens. Don’t believe all the shit that goes on in your head.	toxic
264	@USER @USER That's just modelling. Plenty of women make shit tons of money just for looking good	non-toxic
265	Just watching a Horizon show  about scientists that discovered a DNA mix between humans and Neanderthals.Would have thought Trump getting elected would have been proof enough. #MAGA	non-toxic
266	@USER @USER I hope there is a way to watch it on TV.  Ted spanking liberals is always enjoyable.	non-toxic
267	@USER @USER Just looked up his work History he is listed on the Board of Leading Age Services Aust (LASA) and comes from Medicare Local Alliance...what ever the hell that is	non-toxic
268	@USER He should look in a mirror!	non-toxic
269	@USER I’m sure he is. 💜	non-toxic
270	@USER @USER Send him this @USER party #manifesto where they promised they will help families maybe that will remind him his duties. #HostileEnvironment #PriceOnLove #SkypeFamilies @USER @USER @USER URL	non-toxic
271	"@USER @USER @USER @USER Families being separated at the border. In fact, the picture of children in cages that Liberals were using to show how evil"" Trump is was actually taken while OBAMA was President"""	non-toxic
272	@USER @USER But antifa is her people	non-toxic
273	@USER @USER We had a Peoples Vote on 23 June 2016. The people rejected the craven @USER worship which you stand for - by a majority of over 1m. You’re contemptuously defying the will of the people &amp; @USER 2017 GE manifesto &amp; supporting Soros in undermining democracy instead	non-toxic
274	@USER Cause vvho b!tches be playing w!th 😭😭😭😭 g()d aint g!ve me the gift for nothing	toxic
275	@USER she is free as a bird to return to her Muslim homeland	non-toxic
276	*mom speaks into her phone to compose a text for my brother* she is angry so she yells at the phone while telling it what to type like my brother will be able to tell she was even yelling 🤦🏻‍♀️	non-toxic
277	@USER @USER Melting snow flakes	non-toxic
278	@USER Who’s the victim? That remains to be seen. Liberals have turned Kavanaughs hearings into a circus from the first minute it started.	non-toxic
279	@USER Coming from the man that threaten3d +o try and kick Turmp5 ass now don't that take a 5et of ball's	toxic
280	@USER @USER You're shocked to hear that liberals want to centralize power at the federal level?	non-toxic
281	@USER @USER HE IS BEST OF THE BEST!😍😍	non-toxic
282	#WhatILearn3dToday liberals {an’t win with{}ut lyin9	non-toxic
283	@USER Fast and Furious Holder lol	non-toxic
284	@USER Getting scared ugly man?	toxic
285	@USER is one of the only shows that are a Progressive that I can stand to watch. He dislikes the right and left evenly and you know who he is right from the start. If you've never seen his show check it out on YouTube. Insightful ❤🇺🇸 #MAGA	non-toxic
286	@USER He is NOT Supreme Court worthy	non-toxic
287	@USER God I hope not! URL	non-toxic
288	@USER @USER @USER Yes he is	non-toxic
289	@USER @USER @USER @USER @USER Bitch.. URL	non-toxic
290	&amp; terroism &amp; starvation &amp; Flint &amp; poverty &amp; climate change &amp; global warming &amp; sex trafficking &amp; bullying &amp; body shaming &amp; police brutality &amp; feminism &amp; gun control &amp; marches &amp; protests	non-toxic
291	+++ I can't prove causation either but while the CONservatives in CDA surely love the idea of 𝙿𝚎𝚝𝚊𝚕𝚜 𝙼𝚌𝙿𝙾𝚄𝚃𝚂𝙵𝚊𝚌𝚎(¬@USER bashing PM @USER can't help but think they're also egging the former to continue the bashing to boost their fortune(s) vainly. URL	non-toxic
292	@USER 2 Republican Men in a picture 85 and 84 what are men of that age are Law Makers too old no sorry young Republicans are like young Conservatives they are all born at 40 years of age	non-toxic
293	@USER @USER @USER Liberals can’t meme. They have no sense of humor or knowledge of meme-ing philosophy.	non-toxic
294	@USER @USER any she is stunning	non-toxic
295	@USER yea your th3 b1tch {}n th3 right ge7ting sm4cked URL	toxic
296	"@USER Why the focus on the Proud Boys? I know you're not a real journalist, Kelly, but why not focus on the ones doing all of the violence? #ANTIFA  If you want a story; focus on why journalists"" (leftist activists) are constantly ignoring Antifa's attacks on people."""	non-toxic
297	@USER Hahaha BIG thighs is not going to make it	non-toxic
298	@USER @USER @USER @USER It’s called educating liberals.	non-toxic
299	"#maga #christineford #trump2020 #tcot #ccot #AmericaFirst #Patriots @USER  #BrettKavanaugh had this to say about Bill Clinton during Whitewater:   It's imperative to make his pattern of revolting behavior clear -- piece by painful piece.""   Indeed. URL"	non-toxic
300	"#MAGA people are very l0w IQ. GDP Growth"" means LITERALLY NOTHING. In no way does this translate to higher income for white familes or individuals. All that billions goes to companies or government.   And what jobs did h3 create? Labour which pays less than living wage lmao? URL"	toxic
301	@USER @USER IF YOU WONNA GET PAID...Pick up the energy people!!!! Scream and shout like you’re at the  #Kavanaugh hearing! URL	non-toxic
302	@USER Bro go watch how he hold his backwood in the interview like that shit was irritating lmao nigga is mad suspicious	non-toxic
303	A bitch built like that could beat my ass all she wants URL	non-toxic
304	@USER @USER @USER @USER @USER @USER @USER @USER Trash	non-toxic
305	@USER @USER V3ry pa+hetic m@n !	toxic
306	@USER @USER @USER She is new psychology thinker who think about religion and so aggressive on her thought before deeply think on hinduism 😀😀😀😀	non-toxic
307	@USER Shouldve played saint marie instead of london docks. Saint was ass for me 👌	non-toxic
308	@USER Thank goodness he is not MN passive aggressive. Love it!!	non-toxic
309	@USER @USER We can empty all our prisons also and just say they broke no laws.....Liberal logic.	non-toxic
310	@USER @USER She is an angel! Much love to her!	non-toxic
311	@USER @USER For what? Why are you asking for his arrest?  Liberals being butthurt for 19 months is not an impeachable offense.	non-toxic
312	@USER @USER The tolerant Left	non-toxic
313	@USER @USER @USER @USER @USER @USER You must be talking about hateful conservatives.	non-toxic
314	@USER @USER Thats correct!!! #MAGA	non-toxic
315	@USER @USER @USER @USER Show m3 a single case wh3re antifa have actually murd3red som3one.  Because the far right murd3red som3one at Charlottesville 🤷  Hypocr!sy works both ways.	non-toxic
316	@USER If bobby is fit thats exactly what i would say but not sure if he is or not	non-toxic
317	"@USER The only white people that thank Jesus are Republicans &amp; ex-crackheads"" - so say America-hating liberals about Christians. Many ex-Dems thank Jesus too- &amp; many former Emmys watchers. We thank Jesus DAILY for our country, our @USER &amp; the ability to TURN YOU OFF! @USER"	non-toxic
318	@USER Does skip realize that by saying you should become a professional tweeter that he is kind of shitting on sports casters?  How many TD receptions skip have this year?	non-toxic
319	@USER @USER @USER This leftist is what is vvrong in liberal colleges. More ppl and students will come ovt and will unmask th1s c{}rrupt woman who is determined to destr()y a good judge because she wants only liberals in the courts. @USER  @USER  @USER	toxic
320	@USER @USER @USER @USER She is just feeling his touch first time😍😍😍😍😍😍	non-toxic
321	"@USER @USER @USER @USER This !s great! Mark The Great One"" Levin 4nd Candace ""The Great"" Owens together! This team !s unb3atable! They just sent !iberals into a frenzy again! A whole block of liberal voters just had their heads eksplode! And...sadly, Alyssa Milano just wet her pants again! Great team!"""	toxic
322	@USER #StrataData #AI #data #hairball: @USER TDavis touring the application of #Cognitive and #machinelearning techniques to speed #Governance of #data URL	non-toxic
323	@USER @USER @USER You are grossly misinterpreting who is against this. People across all parties condemn this action. Look no further than Bill Davis and Brian Mulroney to see that even conservatives think this is a horrible decision.	non-toxic
324	@USER @USER @USER @USER I wasn't proposing scare tactics. I really meant what I said. Trump can easily pull the g{}od ma9a Republicans and can easily steal enough votes from GOP Dem and independents and will bring fresh breath to {}ur rot+en poli+ics. Think about it.	toxic
325	@USER @USER @USER @USER On1y a !iberal wovld support a !iberal that sp3nt a MILLION to get liberals elected to office. #LibFAIL! URL	toxic
326	@USER Notice how everyone avoids this tweet ☝️☝️  They might think you are referring to them. 😂😂  But not me comrade. I stalk everyone. 🤟🤟	non-toxic
327	@USER It’s 5o weirdly vici0us and bitter to extrapolate from ‘everyone should have access to decent healthcare’ to ‘Liberals think all crlminals should be free.’  It reveals a pretty brvtalist and impenetrable mind.	toxic
328	@USER What the fuck game are you watching?	non-toxic
329	@USER He is all grown up😭😭😭	non-toxic
330	#Health &amp; #Nature under threat from #UK #US @USER URL	non-toxic
331	@USER @USER Why didn't Kavanaugh need terms? Guilty people: those are the ones that need terms.  Let me clue you in: they're worried that she is going to make a terrible impression and will not be believable. They're trying to manage that concern.	non-toxic
